site_name,Status,City,Neighborhood,estimated_tons,location_description,latitude,longitude,
Ames Street,Completed,Pittsburgh,Summer Hill,0.1,,40.48359848,-80.00579798,
Colby between Ames and Regulus,Surveyed,Pittsburgh,Summer Hill,0.5,,40.4847352,-80.00417122,
Oak Grove Avenue,Completed,Pittsburgh,Swisshelm Park,1,,40.42510986,-79.89807892,
Ober Street,Completed,Pittsburgh,Swisshelm Park,1.5,,40.42091069,-79.90678381,
Nine Mile Run,Completed,Pittsburgh,Swisshelm Park,1,,40.41590302,-79.91726613,
Goodman Street,Completed,Pittsburgh,Swisshelm Park,1,,40.41875785,-79.90634686,
Briar Way Site 1,Surveyed,Swissvale,Swissvale,6,,40.41671,-79.8885,
Lot,Surveyed,Swissvale,Swissvale,0.1,,40.42217,-79.88734,
Bentley Drive,Surveyed,Pittsburgh,Terrace Village,0.5,,40.44094849,-79.97357941,
Brackenridge Street,Completed,Pittsburgh,Terrace Village,1,,40.44491124,-79.96936805,
Kirkpatrick Street,Surveyed,Pittsburgh,Terrace Village,0.5,,40.44336804,-79.97486926,
Morgan Street,Surveyed,Pittsburgh,Terrace Village,0.5,,40.44737293,-79.96653831,
Columbia Rd,Surveyed,Plum Borough,To Be Determined,,,40.54924649,-79.75674033,
Lofink/Elbow,Surveyed,Pittsburgh,Troy Hill,1,"City property except for further back (48-N-68,64 are owned by Wesbanco Bank Inc).",40.46478816,-79.98106956,
Lofink,Completed,Pittsburgh,Troy Hill,0.8,DumpBusters lead- community group will be able to assist,40.46484047,-79.9813351,
Rialto,Completed,Pittsburgh,Troy Hill,0.1,DumpBusters will take care of this site while working on Lofink.,40.46498357,-79.97993427,
Basin Street Steps,Completed,Pittsburgh,Troy Hill,2,,40.4592937,-79.99009251,
Hoff Street,Surveyed,Pittsburgh,Troy Hill,0.5,,40.46194766,-79.98368203,
Province Street,Completed,Pittsburgh,Troy Hill,0.5,,40.45792876,-79.9918051,
Wicklines Lane,Completed,Pittsburgh,Troy Hill,0.2,,40.46672818,-79.9834004,
Troy Hill Road Steps,Completed,Pittsburgh,Troy Hill,0.5,,40.4596922,-79.98613893,
Harpster street and Purse Way steps,Completed,Pittsburgh,Troy Hill,2,City steps,40.46413378,-79.98455643,
Eggers and Heckelman St.,Completed,Pittsburgh,Troy Hill,0.5,2 lots on both sides of house. One has closed city steps.,40.46836009,-79.97788846,
River Ave,Completed,Avalon,Troy Hill,0.5,6,40.46146714,-79.98147726,
Electric Avenue,Surveyed,Turtle Creek,Turtle Creek,1,,40.33434,-79.78085,
Blessing Street,Completed,Pittsburgh,Upper Hill,1,,40.45692062,-79.95626068,
Burton Way,Completed,Pittsburgh,Upper Hill,2,,40.45251981,-79.95931148,
McNeil and Olney,Completed,Pittsburgh,Upper Hill,2,,40.45484768,-79.96327847,
3400 Webster Ave,Completed,Pittsburgh,Upper Hill,2,,40.45622588,-79.96039509,
Lisbon Street,Completed,Pittsburgh,Upper Hill,0.3,"Quiet area. Woodsy, light trees/leaves. Houses across the street. Area is littered from the street above (Webster Ave).",40.45663573,-79.95727837,
Verdant Way,Completed,Pittsburgh,Upper Hill,0.1,,40.44906985,-79.97277617,
Verona,Tireless Event Location,Verona,Verona,1,,40.49587925,-79.84797897,
Sycamore Island,Tireless Event Location,Verona,Verona/Blawnox,0.5,This cleanup was along the Allegheny River in Verona and around Sycamore Island (technically in Blawnox).,40.49587396,-79.84815634,
Driftcombers Verona/Blawnox,Surveyed,Verona,Verona/Blawnox,,,40.52479334,-79.85064983,
Rittman Road,Surveyed,West Deer Township,West Deer Township,0.5,,40.6629533,-79.875902,
Planet Street,Completed,Pittsburgh,West End,12.5,,40.441866,-80.035496,
Elliott Street 1,Completed,Pittsburgh,West End,22.5,,40.443082,-80.033169,
Elliott Street 2,Completed,Pittsburgh,West End,4,,40.44313,-80.033027,
915 Elkton St.,Completed,Pittsburgh,West End,0.3,,40.44631152,-80.03563202,
Elliott Street 3,Completed,Pittsburgh,West End,0.3,,40.44332722,-80.03272987,
Planet Street Steps,Completed,Pittsburgh,West End,0.3,,40.44240761,-80.03590695,
146 Violet Way,Completed,Pittsburgh,West End,0.3,Vacant empty lot. No building.,40.44183342,-80.03364086,
McCartney near 1201,Completed,Pittsburgh,West End,0.5,Wooded area next to roadway with scattered debris and tires.,40.43629037,-80.03990113,
Kearns and Freewalt,Completed,Pittsburgh,West End,0.3,,40.43486412,-80.03700971,
Corinth Street,Completed,Pittsburgh,West End,0.3,Must walk in to get tires and debris out.,40.43435597,-80.03404319,
197 Steuben,Completed,Pittsburgh,West End,0.3,,40.44149277,-80.0359261,
West End Noblestown Rd,Completed,Pittsburgh,West End,2,,40.4361361,-80.03576517,
Elliot Turnaround,Completed,Pittsburgh,West End,0.5,,40.44265618,-80.03479689,
Across from 87 Steuben,Completed,Pittsburgh,West End,0.5,Dozens of glass bottles littered in heavy concentration that approaches dumping.,40.44289867,-80.03237217,
Steuben near West Carson,Completed,Pittsburgh,West End,0.3,Multiple very long PVC pipe in a flat area. No convenient pull off.,40.44408226,-80.02976775,
Lime Street,Completed,Pittsburgh,West End,0.3,,40.42972676,-80.02387145,
198 Violet Way,Completed,Pittsburgh,West End,2,,40.44102207,-80.03596687,
New England Road,Surveyed,West Mifflin,West Mifflin,2.5,,40.34325,-79.93096,
Commonwealth,Surveyed,West Mifflin,West Mifflin,0.5,,40.37631,-79.89092,
Whitaker/ Eliza,Surveyed,West Mifflin,West Mifflin,4,,40.39681,-79.8806,
Old Kirkpatrick St.,Completed,Pittsburgh,West Oakland,2.5,,40.43913836,-79.97462786,
Wyandotte and DeRuad,Completed,Pittsburgh,West Oakland,0.3,,40.43865454,-79.97664756,
DeRuad Street,Completed,Pittsburgh,West Oakland,10,,40.43860351,-79.97563369,
Orr Street,Completed,Pittsburgh,West Oakland,2.5,,40.43893422,-79.97359252,
Dunbar and Burrows,Completed,Pittsburgh,West Oakland,2,,40.43977732,-79.96662415,
Center Avenue,Completed,West View,West View,2,,40.50986887,-80.0281111,
Frankfort Avenue,Completed,West View,West View,0.3,,40.51059892,-80.02309269,
Center Avenue at Oakwood,Completed,West View,West View,1,,40.51417566,-80.0237552,
Kearns Street,Completed,Pittsburgh,West Wood,1,Flat area on shoulder next to road,40.43440029,-80.03785286,
Rt. 885 South,Surveyed,Whitaker,Whitaker,0.5,,40.40679,-79.88914,
Stewartsville Hollow Road Site 1,Surveyed,White Oak,White Oak,0.5,,40.33434,-79.78085,
William Penn Highway/ Showcase,Surveyed,Wilkins,Wilkins,0.5,,40.43584,-79.81167,
Lougeay Road Site 1,Surveyed,Wilkins,Wilkins,0.3,,40.43593,-79.82574,
Lougeay Road Site 2,Surveyed,Wilkins,Wilkins,1.5,,40.43584,-79.81864,
Thompson Run Road,Surveyed,Wilkinsburg,Wilkins/Monroeville,1.5,,40.43324,-79.8209,
Franklin Avenue,Surveyed,Wilkinsburg,Wilkinsburg,2,,40.43841,-79.87736,
Swissvale Avenue,Surveyed,Wilkinsburg,Wilkinsburg,0.5,,40.43938,-79.87881,
Hill Avenue Alley,Surveyed,Wilkinsburg,Wilkinsburg,1.3,,40.44364,-79.87381,
Franklin Road and pull offs,Surveyed,Wilkinsburg,Wilkinsburg,2,,40.43915,-79.8711,
Ardmore/Franklin Alley Site 1,Surveyed,Wilkinsburg,Wilkinsburg,0.5,,40.43915,-79.8711,
Ardmore/Franklin Alley Site 2,Surveyed,Wilkinsburg,Wilkinsburg,0.5,,40.4395,-79.86997,
Firehouse,Surveyed,Wilkinsburg,Wilkinsburg,2.5,Dumping is in right-of-way.,40.44557,-79.87202,
Robinson Blvd,Surveyed,Wilkinsburg,Wilkinsburg,0.3,,40.45857,-79.86722,
Hay Street,Surveyed,Wilkinsburg,Wilkinsburg,0.3,Pull off,40.43635,-79.8878,
T-376 Off Ramp,Surveyed,Wilkinsburg/Penn Hills,Wilkinsburg/Penn Hills,6,,40.43792,-79.86439,
Summerdale Street,Completed,Pittsburgh,Windgap,2,,40.45628612,-80.07613337,
Youghiogheny Street,Completed,Pittsburgh,Windgap,0.5,,40.46167183,-80.07548964,
Stewartsville Hollow Road Site 2,Surveyed,White Oak,Windgap,1.5,,40.33147,-79.78688,
